X,Y,Z,Angle,Distance,Retro,UTC
740995.01140022,3740621.74481201,261.85900879,0.45379,6.68,0.271,56022.535156
740995.01039982,3740621.67437744,261.8631897,0.44506,6.64,0.249,56022.535156
740995.01200008,3740622.11859131,261.87319946,0.50615,6.83,0.298,56022.546875
740994.99259996,3740622.05889893,261.86819458,0.49742,6.81,0.293,56022.550781
740994.98089981,3740621.9934082,261.8671875,0.48869,6.78,0.293,56022.550781
740994.97730017,3740621.92230225,261.87020874,0.47997,6.74,0.287,56022.550781
740994.96700001,3740621.8571167,261.86981201,0.47124,6.71,0.287,56022.550781
740994.94259977,3740621.80328369,261.86230469,0.46251,6.7,0.287,56022.550781
740994.93359995,3740621.73822021,261.86239624,0.45379,6.67,0.26,56022.550781
740994.92519999,3740621.67340088,261.86279297,0.44506,6.64,0.254,56022.550781
740994.92500019,3740621.60321045,261.86730957,0.43633,6.6,0.254,56022.550781
740995.01840019,3740622.59191895,261.88330078,0.56723,7.06,0.276,56022.5625
740995.00129986,3740622.5256958,261.87991333,0.55851,7.03,0.282,56022.5625
740994.9849,3740622.45941162,261.87670898,0.54978,7.0,0.287,56022.5625
740994.96920013,3740622.39331055,261.87390137,0.54105,6.97,0.282,56022.5625
740994.96120024,3740622.32098389,261.875,0.53233,6.93,0.282,56022.5625
740994.954,3740622.24902344,261.87631226,0.5236,6.89,0.293,56022.5625
740994.94040012,3740622.18322754,261.87438965,0.51487,6.86,0.282,56022.5625
740994.92749977,3740622.11761475,261.87280273,0.50615,6.83,0.287,56022.5625
740994.90810013,3740622.05792236,261.8678894,0.49742,6.81,0.287,56022.5625
740994.90369987,3740621.98657227,261.87051392,0.48869,6.77,0.287,56022.5625
740994.88549995,3740621.92700195,261.86621094,0.47997,6.75,0.282,56022.5625
740994.87519979,3740621.86181641,261.86569214,0.47124,6.72,0.287,56022.5625
740994.86549997,3740621.79669189,261.86560059,0.46251,6.69,0.282,56022.5625
740994.84170008,3740621.74279785,261.85830688,0.45379,6.68,0.254,56022.5625
740994.84819984,3740621.66687012,261.86608887,0.44506,6.63,0.243,56022.5625
740994.84049988,3740621.60217285,261.86691284,0.43633,6.6,0.243,56022.5625
740994.98260021,3740622.88330078,261.8862915,0.60214,7.22,0.26,56022.574219
740994.96920013,3740622.80987549,261.8848877,0.59341,7.18,0.26,56022.574219
740994.95660019,3740622.73681641,261.88391113,0.58469,7.14,0.265,56022.574219
740994.93809986,3740622.67022705,261.87979126,0.57596,7.11,0.265,56022.574219
740994.92710018,3740622.59729004,261.87948608,0.56723,7.07,0.271,56022.574219
740994.90990019,3740622.53100586,261.87600708,0.55851,7.04,0.287,56022.574219
740994.90040016,3740622.45837402,261.87640381,0.54978,7.0,0.282,56022.574219
740994.88469982,3740622.39221191,261.87350464,0.54105,6.97,0.282,56022.574219
740994.87669992,3740622.32000732,261.87451172,0.53233,6.93,0.287,56022.574219
740994.86240005,3740622.25402832,261.87231445,0.5236,6.9,0.282,56022.574219
740994.84880018,3740622.18817139,261.87039185,0.51487,6.87,0.282,56022.574219
740994.84299994,3740622.11651611,261.87240601,0.50615,6.83,0.282,56022.574219
740994.81629992,3740622.06268311,261.86380005,0.49742,6.82,0.282,56022.574219
740994.8046999,3740621.99719238,261.86279297,0.48869,6.79,0.287,56022.574219
740994.80100012,3740621.92590332,261.86569214,0.47997,6.75,0.276,56022.574219
740994.79069996,3740621.86071777,261.86520386,0.47124,6.72,0.276,56022.574219
740994.76620007,3740621.80682373,261.85769653,0.46251,6.71,0.265,56022.574219
740994.77209997,3740621.73059082,261.86520386,0.45379,6.66,0.243,56022.574219
740994.75619984,3740621.67120361,261.86190796,0.44506,6.64,0.238,56022.574219
740994.74100018,3740621.61187744,261.85879517,0.43633,6.62,0.238,56022.574219
740994.92990017,3740623.11712646,261.88519287,0.62832,7.36,0.254,56022.585938
740994.89769983,3740622.88238525,261.88571167,0.60214,7.22,0.26,56022.589844
740994.87109995,3740622.8223877,261.87750244,0.59341,7.2,0.265,56022.589844
740994.85839987,3740622.74908447,261.87640381,0.58469,7.16,0.26,56022.589844
740994.84649992,3740622.67590332,261.8757019,0.57596,7.12,0.265,56022.589844
740994.84899998,3740622.59002686,261.8822937,0.56723,7.06,0.271,56022.589844
740994.83190012,3740622.52368164,261.87890625,0.55851,7.03,0.276,56022.589844
740994.81559992,3740622.45751953,261.8757019,0.54978,7.0,0.276,56022.589844
740994.79990005,3740622.39141846,261.87280273,0.54105,6.97,0.271,56022.589844
740994.78480005,3740622.32531738,261.87030029,0.53233,6.94,0.271,56022.589844
740994.77750015,3740622.25317383,261.87161255,0.5236,6.9,0.276,56022.589844
740994.7638998,3740622.18737793,261.86968994,0.51487,6.87,0.276,56022.589844
740994.74380016,3740622.12762451,261.8644104,0.50615,6.85,0.287,56022.589844
740994.73869991,3740622.05603027,261.86669922,0.49742,6.81,0.271,56022.589844
740994.7270999,3740621.99047852,261.86569214,0.48869,6.78,0.249,56022.589844
740994.71610022,3740621.92510986,261.86489868,0.47997,6.75,0.254,56022.589844
740994.69840002,3740621.86547852,261.86068726,0.47124,6.73,0.249,56022.589844
740994.69619989,3740621.79467773,261.86428833,0.46251,6.69,0.238,56022.589844
740994.6796999,3740621.73529053,261.86068726,0.45379,6.67,0.249,56022.589844
740994.6638999,3740621.67590332,261.8572998,0.44506,6.65,0.249,56022.589844
740994.8453002,3740623.11602783,261.88430786,0.62832,7.36,0.254,56022.601563
740994.83589983,3740623.03521729,261.88519287,0.61959,7.31,0.254,56022.601563
740994.81430006,3740622.96832275,261.87969971,0.61087,7.28,0.26,56022.601563
740994.80000019,3740622.89471436,261.87799072,0.60214,7.24,0.26,56022.601563
740994.78649998,3740622.82122803,261.87649536,0.59341,7.2,0.26,56022.601563
740994.7737999,3740622.7479248,261.87548828,0.58469,7.16,0.254,56022.601563
740994.76870012,3740622.66821289,261.87820435,0.57596,7.11,0.249,56022.601563
740994.76450014,3740622.58892822,261.88140869,0.56723,7.06,0.249,56022.601563
740994.75430012,3740622.51617432,261.88140869,0.55851,7.02,0.243,56022.601563
740994.74480009,3740622.44372559,261.88180542,0.54978,6.98,0.243,56022.601563
740994.72919989,3740622.37768555,261.8789978,0.54105,6.95,0.243,56022.601563
740994.70730019,3740622.31787109,261.87289429,0.53233,6.93,0.243,56022.601563
740994.67889977,3740622.26422119,261.86349487,0.5236,6.92,0.254,56022.601563
740994.67229986,3740622.19219971,261.8651123,0.51487,6.88,0.271,56022.601563
740994.65929985,3740622.12640381,261.86340332,0.50615,6.85,0.282,56022.601563
740994.66139984,3740622.04888916,261.86929321,0.49742,6.8,0.243,56022.601563
740994.64979982,3740621.98352051,261.86828613,0.48869,6.77,0.238,56022.601563
740994.6388998,3740621.91821289,261.86761475,0.47997,6.74,0.249,56022.601563
740994.61390018,3740621.86437988,261.85971069,0.47124,6.73,0.249,56022.601563
740994.60430002,3740621.79919434,261.85949707,0.46251,6.7,0.238,56022.601563
740994.59520006,3740621.73406982,261.85958862,0.45379,6.67,0.243,56022.601563
740994.57940006,3740621.67468262,261.85629272,0.44506,6.65,0.249,56022.601563
740994.59420013,3740621.59368896,261.86819458,0.43633,6.59,0.249,56022.601563
740994.72980022,3740622.96728516,261.87908936,0.61087,7.28,0.254,56022.613281
740994.71560001,3740622.89361572,261.87728882,0.60214,7.24,0.249,56022.613281
740994.69540024,3740622.82678223,261.87249756,0.59341,7.21,0.26,56022.613281
740994.69610023,3740622.74017334,261.8782959,0.58469,7.15,0.249,56022.613281
740994.68419981,3740622.66717529,261.87759399,0.57596,7.11,0.243,56022.613281
740994.67320013,3740622.59417725,261.87728882,0.56723,7.07,0.243,56022.613281
740994.66289997,3740622.52148438,261.87728882,0.55851,7.03,0.227,56022.613281
740994.65350008,3740622.44897461,261.87759399,0.54978,6.99,0.232,56022.613281
740994.64480019,3740622.37658691,261.8782959,0.54105,6.95,0.232,56022.613281
740994.62989998,3740622.31072998,261.87579346,0.53233,6.92,0.238,56022.613281
740994.59450006,3740622.26318359,261.86279297,0.5236,6.92,0.26,56022.617188
740994.58069992,3740622.19720459,261.86080933,0.51487,6.89,0.265,56022.617188
740994.57480001,3740622.12530518,261.86270142,0.50615,6.85,0.276,56022.617188
740994.55530024,3740622.06561279,261.85769653,0.49742,6.83,0.254,56022.617188
740994.54360008,3740621.99987793,261.8565979,0.48869,6.8,0.26,56022.617188
740994.52519989,3740621.94012451,261.85211182,0.47997,6.78,0.276,56022.617188
740994.50750017,3740621.88037109,261.84790039,0.47124,6.76,0.287,56022.617188
740994.50500011,3740621.80932617,261.85140991,0.46251,6.72,0.282,56022.617188
740994.48850012,3740621.74969482,261.84768677,0.45379,6.7,0.287,56022.617188
740994.47249985,3740621.69012451,261.84429932,0.44506,6.68,0.265,56022.617188
740994.48719978,3740621.60882568,261.85610962,0.43633,6.62,0.26,56022.617188
740994.66650009,3740623.0333252,261.88400269,0.61959,7.31,0.238,56022.628906
740994.63059998,3740622.8927002,261.87670898,0.60214,7.24,0.254,56022.628906
740994.6237998,3740622.81262207,261.87869263,0.59341,7.19,0.26,56022.628906
740994.6111002,3740622.73937988,261.87759399,0.58469,7.15,0.243,56022.628906
740994.59929991,3740622.6663208,261.87689209,0.57596,7.11,0.243,56022.628906
740994.58139992,3740622.59979248,261.87310791,0.56723,7.08,0.249,56022.628906
740994.57110023,3740622.52697754,261.87310791,0.55851,7.04,0.232,56022.628906
740994.5546999,3740622.46069336,261.86981201,0.54978,7.01,0.243,56022.628906
740994.53200006,3740622.40081787,261.86340332,0.54105,6.99,0.26,56022.628906
740994.51690006,3740622.33447266,261.86080933,0.53233,6.96,0.265,56022.628906
740994.50239992,3740622.26837158,261.85848999,0.5236,6.93,0.287,56022.628906
740994.48869991,3740622.20239258,261.85641479,0.51487,6.9,0.282,56022.628906
740994.48269987,3740622.13049316,261.85830688,0.50615,6.86,0.293,56022.628906
740994.47039986,3740622.06469727,261.85690308,0.49742,6.83,0.298,56022.628906
740994.56689978,3740622.95861816,261.88128662,0.61087,7.27,0.249,56022.640625
740994.53950024,3740622.89837646,261.87271118,0.60214,7.25,0.26,56022.640625
740994.53259993,3740622.81817627,261.87460327,0.59341,7.2,0.271,56022.640625
740994.51329994,3740622.75152588,261.87008667,0.58469,7.17,0.26,56022.640625
740994.50129986,3740622.67828369,261.86938477,0.57596,7.13,0.271,56022.640625
740994.49020004,3740622.60522461,261.86889648,0.56723,7.09,0.282,56022.640625
740994.47300005,3740622.53869629,261.86538696,0.55851,7.06,0.287,56022.640625
740994.50710011,3740623.11199951,261.88180542,0.62832,7.36,0.265,56022.65625
740994.49760008,3740623.03131104,261.88259888,0.61959,7.31,0.271,56022.65625
740994.48260021,3740622.95758057,261.88049316,0.61087,7.27,0.276,56022.65625
740995.46210003,3740621.87481689,261.86190796,0.47124,6.73,0.254,56022.46875
740995.45240021,3740621.80957031,261.86190796,0.46251,6.7,0.265,56022.46875
740995.43590021,3740621.75012207,261.85848999,0.45379,6.68,0.265,56022.46875
740995.44250011,3740621.67419434,261.8664856,0.44506,6.63,0.243,56022.46875
740995.43480015,3740621.60961914,261.86730957,0.43633,6.6,0.238,56022.46875
740995.44910002,3740622.3458252,261.86349487,0.53233,6.96,0.265,56022.480469
740995.44169998,3740622.27362061,261.86499023,0.5236,6.92,0.276,56022.480469
740995.42799997,3740622.20758057,261.86309814,0.51487,6.89,0.282,56022.480469
740995.42210007,3740622.13580322,261.86520386,0.50615,6.85,0.287,56022.480469
740995.40980005,3740622.07012939,261.86401367,0.49742,6.82,0.276,56022.480469
740995.3980999,3740622.0045166,261.86309814,0.48869,6.79,0.276,56022.480469
740995.37979984,3740621.94482422,261.85879517,0.47997,6.77,0.265,56022.480469
740995.37669992,3740621.87371826,261.86221313,0.47124,6.73,0.26,56022.480469
740995.35960007,3740621.81408691,261.85839844,0.46251,6.71,0.271,56022.484375
740995.35050011,3740621.74902344,261.85870361,0.45379,6.68,0.254,56022.484375
740995.34959984,3740621.67858887,261.86291504,0.44506,6.64,0.243,56022.484375
740995.34940004,3740621.60852051,261.86749268,0.43633,6.6,0.238,56022.484375
740995.46479988,3740622.82958984,261.87719727,0.59341,7.2,0.265,56022.496094
740995.44540024,3740622.76281738,261.87280273,0.58469,7.17,0.26,56022.496094
740995.43349981,3740622.6895752,261.87231445,0.57596,7.13,0.265,56022.496094
740995.41550016,3740622.62298584,261.86859131,0.56723,7.1,0.265,56022.496094
740995.40509987,3740622.55010986,261.86871338,0.55851,7.06,0.265,56022.496094
740995.40229988,3740622.4710083,261.87258911,0.54978,7.01,0.26,56022.496094
740995.37960005,3740622.41101074,261.86630249,0.54105,6.99,0.254,56022.496094
740995.36450005,3740622.3447876,261.8638916,0.53233,6.96,0.265,56022.496094
740995.35710001,3740622.27258301,261.86529541,0.5236,6.92,0.282,56022.496094
740995.35050011,3740622.20062256,261.86709595,0.51487,6.88,0.282,56022.496094
740995.33739996,3740622.13482666,261.86550903,0.50615,6.85,0.287,56022.496094
740995.31790018,3740622.07501221,261.86068726,0.49742,6.83,0.287,56022.496094
740995.31339979,3740622.003479,261.86340332,0.48869,6.79,0.282,56022.496094
740995.30240011,3740621.93798828,261.86270142,0.47997,6.76,0.271,56022.496094
740995.29209995,3740621.87268066,261.86239624,0.47124,6.73,0.276,56022.496094
740995.26760006,3740621.81878662,261.85488892,0.46251,6.72,0.293,56022.496094
740995.25839996,3740621.75360107,261.85510254,0.45379,6.69,0.265,56022.496094
740995.25,3740621.68847656,261.85559082,0.44506,6.66,0.26,56022.496094
740995.24209976,3740621.62371826,261.85629272,0.43633,6.63,0.26,56022.496094
740995.4295001,3740623.04248047,261.8861084,0.61959,7.31,0.243,56022.507813
740995.39359999,3740622.90197754,261.87908936,0.60214,7.24,0.265,56022.507813
740995.38009977,3740622.82849121,261.87780762,0.59341,7.2,0.26,56022.507813
740995.36070013,3740622.76177979,261.87341309,0.58469,7.17,0.26,56022.507813
740995.34870005,3740622.68847656,261.87280273,0.57596,7.13,0.26,56022.507813
740995.33760023,3740622.61547852,261.87258911,0.56723,7.09,0.265,56022.507813
740995.32719994,3740622.54260254,261.87258911,0.55851,7.05,0.265,56022.507813
740995.31069994,3740622.47631836,261.86959839,0.54978,7.02,0.26,56022.507813
740995.30179977,3740622.40368652,261.87030029,0.54105,6.98,0.26,56022.507813
740995.27979994,3740622.34381104,261.86428833,0.53233,6.96,0.271,56022.507813
740995.2723999,3740622.27148438,261.86569214,0.5236,6.92,0.287,56022.507813
740995.26569986,3740622.19952393,261.86740112,0.51487,6.88,0.293,56022.507813
740995.25269985,3740622.13372803,261.86590576,0.50615,6.85,0.309,56022.507813
740995.24039984,3740622.06799316,261.86459351,0.49742,6.82,0.309,56022.507813
740995.22870016,3740622.00238037,261.8637085,0.48869,6.79,0.304,56022.507813
740995.2177,3740621.93701172,261.86300659,0.47997,6.76,0.298,56022.507813
740995.20739985,3740621.8717041,261.86260986,0.47124,6.73,0.293,56022.507813
740995.19029999,3740621.81207275,261.85879517,0.46251,6.71,0.298,56022.507813
740995.18120003,3740621.74700928,261.85900879,0.45379,6.68,0.282,56022.507813
740995.1578002,3740621.69299316,261.85198975,0.44506,6.67,0.265,56022.507813
740995.16499996,3740621.6171875,261.86019897,0.43633,6.62,0.254,56022.507813
740995.31500006,3740622.89440918,261.88308716,0.60214,7.23,0.265,56022.519531
740995.29489994,3740622.82757568,261.87838745,0.59341,7.2,0.265,56022.519531
740995.2888999,3740622.74768066,261.88079834,0.58469,7.15,0.271,56022.519531
740995.27029991,3740622.68109131,261.87680054,0.57596,7.12,0.276,56022.523438
740995.2592001,3740622.60809326,261.87649536,0.56723,7.08,0.276,56022.523438
740995.24209976,3740622.54168701,261.87310791,0.55851,7.05,0.298,56022.523438
740995.23250008,3740622.46899414,261.87350464,0.54978,7.01,0.282,56022.523438
740995.21670008,3740622.402771,261.87069702,0.54105,6.98,0.287,56022.523438
740995.20860004,3740622.33050537,261.87179565,0.53233,6.94,0.287,56022.523438
740995.19430017,3740622.26452637,261.86959839,0.5236,6.91,0.293,56022.523438
740995.18769979,3740622.19262695,261.87139893,0.51487,6.87,0.304,56022.523438
740995.17479992,3740622.12677002,261.86981201,0.50615,6.84,0.309,56022.523438
740995.1624999,3740622.06121826,261.86849976,0.49742,6.81,0.309,56022.523438
740995.15080023,3740621.99572754,261.86761475,0.48869,6.78,0.304,56022.523438
740995.13990021,3740621.93029785,261.86691284,0.47997,6.75,0.298,56022.523438
740995.12220001,3740621.87072754,261.86279297,0.47124,6.73,0.293,56022.523438
740995.11250019,3740621.80548096,261.86270142,0.46251,6.7,0.293,56022.523438
